ConvertedCompYearly,Age,YearsCode,YearsCodePro,Country,EdLevel,DevType,Employment,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith
1087.0,25-34 years old,15,10,Egypt,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, desktop or enterprise applications","Employed, full-time;Employed, part-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL']","['Microsoft SQL Server', 'SQLite']","['Managed Hosting', 'Microsoft Azure']","['ASP.NET', 'ASP.NET Core ', 'Blazor']","['Docker', 'npm']"
53322.0,35-44 years old,10,9,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Project manager","Independent contractor, freelancer, or self-employed","['Dart', 'HTML/CSS', 'JavaScript', 'Python']","['MySQL', 'PostgreSQL', 'SQLite']",['OVH'],"['Angular', 'ASP.NET', 'Django', 'jQuery']",['Docker']
87252.0,25-34 years old,14,11,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile","Independent contractor, freelancer, or self-employed","['C', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Ruby', 'SQL', 'Swift', 'TypeScript']","['Cloud Firestore', 'MySQL', 'PostgreSQL', 'Firebase Realtime Database', 'SQLite']","['AWS', 'DigitalOcean', 'Firebase', 'Google Cloud', 'Heroku', 'Linode', 'Microsoft Azure']","['Express', 'Flask', 'jQuery', 'Next.js', 'Node.js', 'React.js', 'Ruby on Rails']","['Homebrew', 'npm', 'Yarn']"
69318.0,45-54 years old,40,22,France,"Other doctoral degree (Ph.D., Ed.D., etc.)","Developer, back-end;Developer, desktop or enterprise applications","Employed, full-time","['C', 'C#', 'Java', 'JavaScript', 'Rust']",[],[],['jQuery'],['Unity 3D']
116075.0,35-44 years old,4,4,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional","Employed, full-time",['Python'],"['MongoDB', 'Oracle', 'Redis', 'SQLite']","['AWS', 'Microsoft Azure', 'VMware']",[],"['Ansible', 'Docker', 'Kubernetes', 'Puppet', 'Terraform']"
63986.0,35-44 years old,27,15,Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, QA or test;DevOps specialist;Developer, embedded applications or devices","Employed, full-time","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'MATLAB', 'PHP', 'Python', 'SQL']","['MariaDB', 'MySQL', 'SQLite']",[],['Node.js'],"['Docker', 'Homebrew', 'npm']"
140000.0,25-34 years old,8,4,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Clojure', 'HTML/CSS', 'JavaScript', 'SQL']",['PostgreSQL'],['AWS'],['Vue.js'],"['Docker', 'Kubernetes', 'npm', 'Terraform']"
300000.0,25-34 years old,20,16,United States of America,Some college/university study without earning a degree,Security professional,"Employed, full-time","['C', 'C#', 'C++', 'Go', 'Java', 'Python', 'Ruby']",['MySQL'],"['AWS', 'Microsoft Azure']","['ASP.NET Core ', 'Node.js', 'Ruby on Rails']","['Docker', 'Homebrew', 'npm']"
73140.0,25-34 years old,15,6,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']",['Microsoft SQL Server'],['Microsoft Azure'],"['Angular', 'ASP.NET Core ', 'Express', 'jQuery', 'React.js']","['Docker', 'npm', 'Yarn']"
127388.0,25-34 years old,22,16,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Engineering manager","Employed, full-time","['Bash/Shell', 'Clojure', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Rust', 'Scala', 'SQL', 'Swift']","['DynamoDB', 'PostgreSQL', 'Redis', 'SQLite']","['AWS', 'Google Cloud', 'Heroku']","['Flask', 'Next.js']","['Docker', 'Homebrew', 'Kubernetes', 'Terraform']"
85315.0,35-44 years old,13,8,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, site reliability;Developer, full-stack;Engineering manager","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Perl', 'Python', 'SQL', 'TypeScript']","['Elasticsearch', 'PostgreSQL']",['Google Cloud'],"['jQuery', 'Vue.js']","['Ansible', 'Docker', 'npm', 'Terraform', 'Yarn']"
55455.0,25-34 years old,15,8,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Bash/Shell', 'C#', 'Java', 'Python']",['Elasticsearch'],['DigitalOcean'],['Flask'],"['Ansible', 'Docker']"
79983.0,35-44 years old,30,17,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']",['Microsoft SQL Server'],"['Managed Hosting', 'Microsoft Azure']","['ASP.NET Core ', 'Vue.js']",[]
38388.0,18-24 years old,5,1,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, embedded applications or devices","Employed, full-time","['Assembly', 'C', 'C#', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'PHP', 'Python', 'SQL', 'VBA']","['MariaDB', 'MySQL']",['Microsoft Azure'],[],"['Unity 3D', 'Unreal Engine']"
140000.0,25-34 years old,4,3,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, data","Employed, full-time","['Python', 'SQL', 'VBA']","['Microsoft SQL Server', 'PostgreSQL']","['AWS', 'Microsoft Azure']",[],['Docker']
136647.0,35-44 years old,30,18,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer","Employed, full-time;Independent contractor, freelancer, or self-employed","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'SQL', 'TypeScript']",['MySQL'],"['AWS', 'Google Cloud', 'Heroku']","['Angular', 'jQuery', 'Node.js', 'React.js', 'Symfony']","['Docker', 'Homebrew', 'Kubernetes', 'npm', 'Terraform', 'Yarn']"
200000.0,35-44 years old,24,16,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics","Employed, full-time",['Scala'],"['Cassandra', 'Neo4j', 'Redis']",['Microsoft Azure'],"['Fastify', 'Node.js', 'Play Framework', 'React.js']","['Docker', 'Unity 3D', 'Unreal Engine']"
88000.0,45-54 years old,25,22,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']",['MySQL'],['AWS'],"['Laravel', 'Vue.js']","['Homebrew', 'npm']"
56538.0,25-34 years old,7,5,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL', 'TypeScript']",['MySQL'],['Managed Hosting'],"['Angular.js', 'Laravel', 'Vue.js']",['Docker']
56304.0,25-34 years old,11,7,Estonia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time","['Bash/Shell', 'C#', 'Elixir', 'HTML/CSS', 'JavaScript', 'Python', 'Ruby', 'SQL']",['PostgreSQL'],['AWS'],"['Node.js', 'Phoenix', 'React.js']","['Ansible', 'Docker']"
66372.0,25-34 years old,9,6,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Employed, full-time","['Bash/Shell', 'Dart', 'Java', 'Kotlin', 'Objective-C', 'Swift']","['Cloud Firestore', 'MariaDB', 'MongoDB']","['AWS', 'Firebase']",[],[]
47990.0,25-34 years old,12,7,Germany,Something else,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist","Employed, full-time","['Bash/Shell', 'C#', 'Java', 'Perl', 'SQL']","['Oracle', 'PostgreSQL']",['Microsoft Azure'],['ASP.NET Core '],"['Docker', 'Kubernetes']"
108280.0,35-44 years old,25,17,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","Employed, full-time","['Bash/Shell', 'C++', 'PowerShell', 'Python', 'Rust']",[],[],[],['Docker']
22928.0,25-34 years old,10,4,Spain,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time","['C#', 'HTML/CSS', 'Java', 'Python', 'SQL']",['Microsoft SQL Server'],[],"['jQuery', 'Laravel']",[]
50256.0,25-34 years old,4,2,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,"Developer, full-stack;Developer, back-end","Employed, full-time","['HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'SQL', 'TypeScript']","['MongoDB', 'MySQL', 'Oracle', 'Redis']",['AWS'],['React.js'],"['Ansible', 'Docker', 'Kubernetes']"
27084.0,25-34 years old,8,4,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Developer, back-end;Developer, desktop or enterprise applications","Employed, full-time;Independent contractor, freelancer, or self-employed",['Python'],['PostgreSQL'],[],"['FastAPI', 'Flask']",['Docker']
17880.0,18-24 years old,5,1,Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'MATLAB', 'PHP', 'PowerShell', 'Python', 'R', 'SQL', 'TypeScript', 'VBA']","['Microsoft SQL Server', 'MongoDB', 'MySQL', 'Oracle', 'PostgreSQL', 'SQLite']","['Microsoft Azure', 'VMware']","['Angular.js', 'ASP.NET', 'ASP.NET Core ', 'Django', 'jQuery', 'Node.js']",[]
57500.0,35-44 years old,30,5,United States of America,Some college/university study without earning a degree,Data or business analyst,"Employed, full-time","['SQL', 'VBA']",['IBM DB2'],[],[],[]
4332.0,35-44 years old,10,10,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Academic researcher;Designer;Scientist","Employed, full-time;Independent contractor, freelancer, or self-employed","['Dart', 'HTML/CSS', 'Perl', 'TypeScript']","['Couchbase', 'MariaDB', 'PostgreSQL']","['AWS', 'Firebase', 'Heroku', 'Microsoft Azure']","['Angular', 'Express', 'Node.js']","['Docker', 'npm']"
7200.0,18-24 years old,6,2,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL']","['MongoDB', 'PostgreSQL', 'SQLite']","['DigitalOcean', 'Firebase', 'Heroku']","['Django', 'Express', 'React.js']","['Docker', 'npm']"
55500.0,35-44 years old,20,14,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;DevOps specialist","Employed, full-time;Independent contractor, freelancer, or self-employed","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']",['Microsoft SQL Server'],[],"['Angular', 'Angular.js', 'ASP.NET Core ', 'Node.js']",['npm']
140000.0,25-34 years old,10,8,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Bash/Shell', 'C#', 'HTML/CSS', 'Java', 'JavaScript', 'Python']","['PostgreSQL', 'Redis']","['AWS', 'DigitalOcean', 'Google Cloud', 'Heroku', 'Linode', 'OVH']","['ASP.NET Core ', 'Blazor', 'Express', 'Flask', 'jQuery', 'Node.js', 'Svelte']","['Docker', 'Homebrew', 'Kubernetes']"
172000.0,25-34 years old,20,9,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, desktop or enterprise applications;Developer, embedded applications or devices","Employed, full-time","['Go', 'Haskell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Swift', 'TypeScript']","['Cloud Firestore', 'DynamoDB', 'Elasticsearch', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'Firebase Realtime Database', 'Redis', 'SQLite']","['DigitalOcean', 'Firebase', 'Google Cloud', 'Heroku', 'Microsoft Azure', 'Oracle Cloud Infrastructure', 'OpenStack']","['Angular', 'Angular.js', 'Django', 'Drupal', 'Express', 'FastAPI', 'Gatsby', 'jQuery', 'Next.js', 'Node.js', 'React.js']","['Docker', 'Homebrew', 'Kubernetes', 'npm', 'Terraform', 'Unreal Engine', 'Yarn']"
69318.0,45-54 years old,20,19,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices","Employed, full-time","['APL', 'COBOL', 'VBA']","['Microsoft SQL Server', 'PostgreSQL']",[],['Drupal'],[]
19200.0,35-44 years old,15,5,Portugal,Some college/university study without earning a degree,"Developer, full-stack;Developer, QA or test","Employed, full-time","['Bash/Shell', 'C#', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Scala', 'SQL']","['MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL']","['AWS', 'Microsoft Azure']","['Angular', 'ASP.NET', 'Django', 'Laravel', 'Node.js', 'Play Framework']","['Docker', 'Unity 3D']"
83098.0,25-34 years old,21,12,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Educator;Academic researcher;Scientist;System administrator","Employed, full-time","['HTML/CSS', 'JavaScript', 'Python', 'Ruby', 'Scala', 'TypeScript']",[],[],"['Node.js', 'Ruby on Rails']","['Docker', 'Unity 3D']"
65776.0,35-44 years old,18,14,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Engineering manager;DevOps specialist","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']","['Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'SQLite']","['Google Cloud', 'Microsoft Azure']","['Angular', 'Angular.js', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Node.js']","['Docker', 'Kubernetes', 'npm']"
160000.0,45-54 years old,25,23,United States of America,Some college/university study without earning a degree,"Developer, mobile;Developer, game or graphics","Independent contractor, freelancer, or self-employed","['C#', 'Kotlin', 'Lua', 'Swift']",[],['Managed Hosting'],[],['Unity 3D']
92000.0,25-34 years old,14,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time;Independent contractor, freelancer, or self-employed","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'Solidity', 'SQL', 'TypeScript']",['MySQL'],['AWS'],"['Django', 'jQuery', 'React.js', 'Symfony']","['Docker', 'Homebrew', 'npm']"
180000.0,35-44 years old,20,20,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'TypeScript']","['Cloud Firestore', 'PostgreSQL']","['AWS', 'Firebase']",['React.js'],"['Docker', 'Homebrew', 'npm', 'Yarn']"
35832.0,25-34 years old,11,11,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Database administrator;Project manager;Designer","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL', 'TypeScript']","['MariaDB', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PostgreSQL', 'SQLite']","['Microsoft Azure', 'OVH']","['ASP.NET', 'Django', 'Flask', 'jQuery', 'Node.js', 'Nuxt.js', 'Symfony', 'Vue.js']","['Docker', 'npm', 'Yarn']"
90647.0,55-64 years old,34,29,France,"Other doctoral degree (Ph.D., Ed.D., etc.)",Other (please specify):,"Employed, full-time","['Assembly', 'C', 'C++']",[],[],[],[]
33780.0,25-34 years old,13,9,Czech Republic,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']",['MySQL'],['Microsoft Azure'],"['Express', 'Node.js', 'React.js']","['Docker', 'npm']"
79983.0,35-44 years old,20,16,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;DevOps specialist","Employed, full-time","['C#', 'PowerShell']",['Microsoft SQL Server'],[],[],"['Docker', 'Puppet', 'Terraform']"
72000.0,25-34 years old,5,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'Python', 'TypeScript']",[],['Heroku'],"['Angular', 'Django', 'Express', 'jQuery', 'Node.js', 'Vue.js']","['Docker', 'npm']"
2100.0,25-34 years old,7,2,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Employed, full-time","['C', 'C++', 'Java', 'Kotlin', 'MATLAB', 'Rust']","['Firebase Realtime Database', 'SQLite']","['Firebase', 'VMware']",[],[]
120000.0,35-44 years old,24,17,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, part-time","['Clojure', 'Java']",[],[],[],"['Docker', 'Homebrew', 'Kubernetes', 'Puppet']"
89078.0,35-44 years old,17,10,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications;Academic researcher","Employed, full-time","['C', 'C++', 'Lua']",[],[],[],['Docker']
639864.0,25-34 years old,6,4,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'TypeScript']","['MongoDB', 'PostgreSQL']",['AWS'],"['Next.js', 'React.js']","['Docker', 'Homebrew', 'npm']"
87448.0,35-44 years old,18,17,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;DevOps specialist;Cloud infrastructure engineer","Employed, full-time",['Python'],['Elasticsearch'],['AWS'],['Flask'],"['Docker', 'Terraform']"
15036.0,25-34 years old,12,7,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, site reliability;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices","Employed, full-time","['C', 'C++', 'Go', 'Python']",[],[],[],[]
65904.0,25-34 years old,13,7,Netherlands,"Associate degree (A.A., A.S., etc.)","Developer, full-stack;Developer, back-end;Project manager","Independent contractor, freelancer, or self-employed","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL']","['Elasticsearch', 'MariaDB', 'MySQL', 'Redis']","['Google Cloud', 'Managed Hosting', 'OVH']","['jQuery', 'Laravel', 'Node.js', 'Vue.js']","['Docker', 'npm']"
165000.0,35-44 years old,15,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Engineering manager;Security professional","Employed, full-time","['Assembly', 'Bash/Shell', 'C++', 'JavaScript', 'PowerShell', 'Python']",[],[],[],[]
